corruption,1,2,5,10,20,50,100
corrupt,"days: 0.0, hours: 0.0, minutes: 0.0, seconds: 26.102853775024414","days: 0.0, hours: 0.0, minutes: 0.0, seconds: 19.158976078033447","days: 0.0, hours: 0.0, minutes: 0.0, seconds: 45.484955072402954","days: 0.0, hours: 0.0, minutes: 1.0, seconds: 1.92280912399292","days: 0.0, hours: 0.0, minutes: 0.0, seconds: 47.01619791984558","days: 0.0, hours: 0.0, minutes: 3.0, seconds: 3.9400858879089355","days: 0.0, hours: 0.0, minutes: 6.0, seconds: 19.52420210838318"
