corruption,1,2,5,10,20,50,100
corrupt,"days: 0.0, hours: 0.0, minutes: 0.0, seconds: 58.37745690345764","days: 0.0, hours: 0.0, minutes: 1.0, seconds: 14.337057113647461","days: 0.0, hours: 0.0, minutes: 2.0, seconds: 4.207029104232788","days: 0.0, hours: 0.0, minutes: 3.0, seconds: 0.955435037612915","days: 0.0, hours: 0.0, minutes: 4.0, seconds: 26.927340030670166","days: 0.0, hours: 0.0, minutes: 6.0, seconds: 35.209622859954834","days: 0.0, hours: 0.0, minutes: 10.0, seconds: 31.33020806312561"
